Molecule_Name,Smiles,rat_VDss_L_kg,Source
Pindolol,O(CC(O)CNC(C)C)c1c2c([nH]cc2)ccc1,1.36,10.1021/acs.jcim.2c00318
Piperacillin,O=C(N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12)[C@H](NC(=O)N1C(=O)C(=O)N(CC)CC1)c1ccccc1,0.39,10.1021/acs.jcim.2c00318
Pirmenol,OC(CCCN1[C@@H](C)CCC[C@H]1C)(c1ncccc1)c1ccccc1,2.6,10.1021/acs.jcim.2c00318
Pravastatin,O=C(O[C@@H]1[C@@H]2[C@@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@@H](C)C=CC2=C[C@@H](O)C1)[C@H](CC)C,0.19,10.1021/acs.jcim.2c00318
Prazosin,O=C(N1CCN(c2nc(N)c3c(n2)cc(OC)c(OC)c3)CC1)c1occc1,5.11,10.1021/acs.jcim.2c00318
Prednisolone,O=C(CO)[C@]1(O)[C@]2(C)[C@H]([C@H]3[C@H]([C@@H](O)C2)[C@]2(C)C(=CC(=O)C=C2)CC3)CC1,1.74,10.1021/acs.jcim.2c00318
Prednisone,O=C(CO)[C@]1(O)[C@]2(C)[C@H]([C@H]3[C@@H]([C@]4(C)C(=CC(=O)C=C4)CC3)C(=O)C2)CC1,1.3,10.1021/acs.jcim.2c00318
Procaimide,O=C(NCCN(CC)CC)c1ccc(N)cc1,4.86,10.1021/acs.jcim.2c00318
Propafenone,O=C(CCc1ccccc1)c1c(OCC(O)CNCCC)cccc1,1.4,10.1021/acs.jcim.2c00318
Propofol,Oc1c(C(C)C)cccc1C(C)C,1.37,10.1021/acs.jcim.2c00318
Propranolol,O(CC(O)CNC(C)C)c1c2c(ccc1)cccc2,4.58,10.1021/acs.jcim.2c00318
psagatran,S(=O)(=O)(N[C@H](C(=O)N(CC(=O)O)C1CC1)CC(=O)NC[C@H]1CN(C(=N)N)CCC1)c1cc2c(cc1)cccc2,0.6,10.1021/acs.jcim.2c00318
Quercetin,O=C1C(O)=C(c2cc(O)c(O)cc2)Oc2c1c(O)cc(O)c2,0.28,10.1021/acs.jcim.2c00318
Quinidine,O(C)c1cc2c([C@H](O)[C@@H]3N4C[C@H](C=C)[C@H](C3)CC4)ccnc2cc1,5.28,10.1021/acs.jcim.2c00318
Quinine,O(C)c1cc2c(C(O)C3N4CC(C=C)[C@H](C3)CC4)ccnc2cc1,6.12,10.1021/acs.jcim.2c00318
Rabeprazole,[SH0](=O)(Cc1c(C)c(OCCCOC)ccn1)c1[nH]c2c(n1)cccc2,1.04,10.1021/acs.jcim.2c00318
Ranitidine,S(CCN/C(/NC)=C/[N+](=O)[O-])Cc1oc(CN(C)C)cc1,2.87,10.1021/acs.jcim.2c00318
R-Apomorphine,Oc1c(O)ccc2c1-c1c3[C@H](N(C)CCc3ccc1)C2,2.7,10.1021/acs.jcim.2c00318
Recaim,O=C(NCCCNC(C)C)Nc1c(C)cccc1C,3.2,10.1021/acs.jcim.2c00318
Remifentanil,O=C(OC)CCN1CCC(N(C(=O)CC)c2ccccc2)(C(=O)OC)CC1,1,10.1021/acs.jcim.2c00318
Remikiren,S(=O)(=O)(C(C)(C)C)C[C@H](C(=O)N[C@H](C(=O)N[C@H]([C@@H](O)[C@@H](O)C1CC1)CC1CCCCC1)Cc1[nH]cnc1)Cc1ccccc1,4.4,10.1021/acs.jcim.2c00318
Remoxipride,Brc1c(OC)c(C(=O)NC[C@H]2N(CC)CCC2)c(OC)cc1,4.5,10.1021/acs.jcim.2c00318
Repinotan,O=S1(=O)N(CCCCNC[C@@H]2Oc3c(cccc3)CC2)C(=O)c2c1cccc2,1.48,10.1021/acs.jcim.2c00318
Ribavirin,O=C(N)c1nn([C@H]2[C@H](O)[C@H](O)[C@@H](CO)O2)cn1,11.4,10.1021/acs.jcim.2c00318
Ridogrel,FC(F)(F)c1cc(/C(=N\OCCCCC(=O)O)/c2cnccc2)ccc1,0.78,10.1021/acs.jcim.2c00318
Risperidone,Fc1cc2onc(C3CCN(CCC=4C(=O)N5C(=NC=4C)CCCC5)CC3)c2cc1,3.6,10.1021/acs.jcim.2c00318
Ritanserin,Fc1ccc(C(c2ccc(F)cc2)=C2CCN(CCC=3C(=O)N4C(SC=C4)=NC=3C)CC2)cc1,8,10.1021/acs.jcim.2c00318
Ritipenem,O=C(OCC1=C(C(=O)O)N2C(=O)[C@H]([C@H](O)C)[C@H]2S1)N,0.05,10.1021/acs.jcim.2c00318
Ro25-6833,FC(F)(F)CN1C(=O)/C(=C/C2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)/C(=N\O)/c4nc(N)sc4)[C@H]3SC2)/CC1,0.15,10.1021/acs.jcim.2c00318
Romidepsin,O=C1C(C(C)C)NC(=O)/C(=C/C)/NC(=O)[C@@H]2NC(=O)C(C(C)C)NC(=O)C[C@H](O1)/C=C\CCSSC2,63.8,10.1021/acs.jcim.2c00318
Ropivacaine,O=C(Nc1c(C)cccc1C)[C@H]1N(CCC)CCCC1,3.64,10.1021/acs.jcim.2c00318
Roquinimex,O=C(N(C)c1ccccc1)C=1C(=O)N(C)c2c(C=1O)cccc2,0.32,10.1021/acs.jcim.2c00318
Rosiglitazone,O(CCN(C)c1ncccc1)c1ccc(CC2C(=O)NC(=O)S2)cc1,0.2,10.1021/acs.jcim.2c00318
Sabeluzole,Fc1ccc(OCC(O)CN2CCC(N(C)c3sc4c(n3)cccc4)CC2)cc1,5.8,10.1021/acs.jcim.2c00318
Saquivir,O=C(N[C@H]([C@H](O)CN1[C@H](C(=O)NC(C)(C)C)C[C@H]2[C@@H](C1)CCCC2)Cc1ccccc1)[C@@H](NC(=O)c1nc2c(cc1)cccc2)CC(=O)N,3,10.1021/acs.jcim.2c00318
Sch34343,S(CCOC(=O)N)C1=C(C(=O)O)N2C(=O)[C@H]([C@H](O)C)[C@H]2S1,0.14,10.1021/acs.jcim.2c00318
Selegiline,N([C@@H](Cc1ccccc1)C)(CC#C)C,44.8,10.1021/acs.jcim.2c00318
Sematilide,S(=O)(=O)(Nc1ccc(C(=O)NCCN(CC)CC)cc1)C,2.08,10.1021/acs.jcim.2c00318
Semaxanib,O=C1/C(=C\c2c(C)cc(C)[nH]2)/c2c(N1)cccc2,1.6,10.1021/acs.jcim.2c00318
Sildefil,S(=O)(=O)(N1CCN(C)CC1)c1cc(c(OCC)cc1)C1=NC(=O)c2n(C)nc(CCC)c2N1,1.1,10.1021/acs.jcim.2c00318
Sinitrodil,O=[N+](OCCN1C(=O)c2c(OC1)cccc2)[O-],1.99,10.1021/acs.jcim.2c00318
Sitagliptin,FC(F)(F)c1n2c(nn1)CN(C(=O)C[C@H](N)Cc1c(F)cc(F)c(F)c1)CC2,8.1,10.1021/acs.jcim.2c00318
Sparfloxacin,Fc1c(N2C[C@@H](C)N[C@@H](C)C2)c(F)c2N(C3CC3)C=C(C(=O)O)C(=O)c2c1N,3.5,10.1021/acs.jcim.2c00318
Sparfosic Acid,P(=O)(O)(O)CC(=O)N[C@H](C(=O)O)CC(=O)O,1.1,10.1021/acs.jcim.2c00318
Stavudine,O=C1N([C@@H]2O[C@H](CO)C=C2)C=C(C)C(=O)N1,1.09,10.1021/acs.jcim.2c00318
Sulfadiazine,S(=O)(=O)(Nc1ncccn1)c1ccc(N)cc1,0.34,10.1021/acs.jcim.2c00318
Sulfinpyrazone,[SH0](=O)(CCC1C(=O)N(N(c2ccccc2)C1=O)c1ccccc1)c1ccccc1,0.43,10.1021/acs.jcim.2c00318
Sulfisoxazole,S(=O)(=O)(Nc1c(C)c(C)no1)c1ccc(N)cc1,0.25,10.1021/acs.jcim.2c00318
Sumatriptan,S(=O)(=O)(NC)Cc1cc2c(CCN(C)C)c[nH]c2cc1,1.15,10.1021/acs.jcim.2c00318
Suramin,[S+](=O)(O)(O)c1c2c(NC(=O)c3cc(NC(=O)c4cc(NC(=O)Nc5cc(C(=O)Nc6c(C)ccc(C(=O)Nc7c8c([S+](=O)(O)O)cc(S(=O)(=O)O)cc8c(S(=O)(=O)[O-])cc7)c6)ccc5)ccc4)c(C)cc3)ccc(S(=O)(=O)[O-])c2cc(S(=O)(=O)O)c1,0.75,10.1021/acs.jcim.2c00318
Susalimod,S(=O)(=O)(Nc1c(C)cccn1)c1ccc(C#Cc2cc(C(=O)O)c(O)cc2)cc1,1.2,10.1021/acs.jcim.2c00318
Tacrolimus,O(C)[C@H]1[C@H](O)CC[C@@H](/C=C(\C)/[C@@H]2[C@H](C)[C@@H](O)CC(=O)[C@H](CC=C)/C=C(\C)/C[C@H](C)C[C@H](OC)[C@@H]3[C@@H](OC)C[C@@H](C)[C@](O)(C(=O)C(=O)N4[C@H](C(=O)O2)CCCC4)O3)C1,8.95,10.1021/acs.jcim.2c00318
Talinolol,O=C(Nc1ccc(OCC(O)CNC(C)(C)C)cc1)NC1CCCCC1,4.5,10.1021/acs.jcim.2c00318
Tamsulosin,S(=O)(=O)(N)c1c(OC)ccc(C[C@H](NCCOc2c(OCC)cccc2)C)c1,3.25,10.1021/acs.jcim.2c00318
Tebufelone,O=C(CCCC#C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,7.9,10.1021/acs.jcim.2c00318
Telithromycin,O([C@@H]1[C@@H](C)C(=O)[C@@H](C)C(=O)O[C@H](CC)[C@@]2(C)OC(=O)N(CCCCn3cc(-c4cnccc4)nc3)[C@@H]2[C@@H](C)C(=O)[C@H](C)C[C@@]1(OC)C)[C@H]1[C@H](O)[C@@H](N(C)C)C[C@@H](C)O1,3.3,10.1021/acs.jcim.2c00318
Temozolomide,O=C(N)c1ncn2C(=O)N(C)N=Nc12,0.92,10.1021/acs.jcim.2c00318
Tenoxicam,O=C(Nc1ncccc1)C=1N(C)S(=O)(=O)c2c(C=1O)scc2,0.22,10.1021/acs.jcim.2c00318
Terazosin,O=C(N1CCN(c2nc(N)c3c(n2)cc(OC)c(OC)c3)CC1)C1OCCC1,2,10.1021/acs.jcim.2c00318
Terbutaline,OC(CNC(C)(C)C)c1cc(O)cc(O)c1,3.3,10.1021/acs.jcim.2c00318
Tetracycline,O=C(N)C=1C(=O)[C@@H](N(C)C)[C@H]2[C@@](O)(C=1O)C(=O)C1=C(O)c3c(O)cccc3[C@](O)(C)[C@H]1C2,2.2,10.1021/acs.jcim.2c00318
Tezosentan,S(=O)(=O)(Nc1c(Oc2c(OC)cccc2)c(OCCO)nc(-c2cc(-c3n[nH]nn3)ncc2)n1)c1ncc(C(C)C)cc1,0.27,10.1021/acs.jcim.2c00318
Theophylline,O=C1N(C)C(=O)c2[nH]cnc2N1C,0.55,10.1021/acs.jcim.2c00318
Tiagabine,O=C([O-])[C@H]1C[NH+](CCC=C(c2c(C)ccs2)c2c(C)ccs2)CCC1,2.05,10.1021/acs.jcim.2c00318
Tirofiban,S(=O)(=O)(N[C@H](C(=O)[O-])Cc1ccc(OCCCCC2CC[NH2+]CC2)cc1)CCCC,1.42,10.1021/acs.jcim.2c00318
Tobramycin,O([C@@H]1[C@@H](O)[C@H](O[C@@H]2[C@H](N)C[C@H](O)[C@@H](CN)O2)[C@@H](N)C[C@H]1N)[C@@H]1[C@H](O)[C@@H](N)[C@H](O)[C@@H](CO)O1,0.68,10.1021/acs.jcim.2c00318
Tocainide,O=C(Nc1c(C)cccc1C)C(N)C,5,10.1021/acs.jcim.2c00318
Tolbutamide,S(=O)(=O)(NC(=O)NCCCC)c1ccc(C)cc1,0.13,10.1021/acs.jcim.2c00318
Tolcapone,O=[N+]([O-])c1c(O)c(O)cc(C(=O)c2ccc(C)cc2)c1,0.21,10.1021/acs.jcim.2c00318
Tomopenem,S([C@@H]1CN(C)[C@H](C(=O)N2C[C@@H](NC(=O)CN=C(N)N)CC2)C1)C=1[C@H](C)[C@@H]2[C@@H]([C@H](O)C)C(=O)N2C=1C(=O)O,0.2,10.1021/acs.jcim.2c00318
Topotecan,O=C1[C@](O)(CC)C2=C(C(=O)N3C(c4nc5c(c(CN(C)C)c(O)cc5)cc4C3)=C2)CO1,3.08,10.1021/acs.jcim.2c00318
Torsemide,S(=O)(=O)(NC(=O)NC(C)C)c1c(Nc2cc(C)ccc2)ccnc1,0.23,10.1021/acs.jcim.2c00318
Tramadol,O(C)c1cc([C@]2(O)[C@@H](CN(C)C)CCCC2)ccc1,3.86,10.1021/acs.jcim.2c00318
Trazodone,Clc1cc(N2CCN(CCCN3C(=O)N4C(=N3)C=CC=C4)CC2)ccc1,1.76,10.1021/acs.jcim.2c00318
Triamterene,Nc1c(-c2ccccc2)nc2c(N)nc(N)nc2n1,2.2,10.1021/acs.jcim.2c00318
Triazolam,Clc1c(C2=NCc3n(c(C)nn3)-c3c2cc(Cl)cc3)cccc1,3.4,10.1021/acs.jcim.2c00318
Trimethoprim,O(C)c1c(OC)cc(Cc2c(N)nc(N)nc2)cc1OC,2.1,10.1021/acs.jcim.2c00318
Trimetrexate,O(C)c1c(OC)cc(NCc2c(C)c3c(N)nc(N)nc3cc2)cc1OC,9.2,10.1021/acs.jcim.2c00318
Trospectomycin,O=C1[C@]2(O)O[C@@H]3[C@@H](NC)[C@@H](O)[C@@H](NC)[C@H](O)[C@H]3O[C@@H]2O[C@H](CCCC)C1,4.46,10.1021/acs.jcim.2c00318
Trovafloxacin,Fc1c(N2c3nc(N4C[C@H]5C([NH3+])[C@H]5C4)c(F)cc3C(=O)C(C(=O)[O-])=C2)ccc(F)c1,0.75,10.1021/acs.jcim.2c00318
Troxacitabine,O=C1N([C@H]2O[C@@H](CO)OC2)C=CC(N)=N1,1.42,10.1021/acs.jcim.2c00318
TZP-101,Fc1ccc(C[C@@H]2C(=O)NCCCc3c(O[C@H](C)CN[C@H](C(=O)N(C)[C@H](C)C(=O)N2)C2CC2)cccc3)cc1,0.45,10.1021/acs.jcim.2c00318
UK-240 455,Clc1c(N(S(=O)(=O)C)CCO)c2NC(=O)C(=O)Nc2cc1Cl,0.4,10.1021/acs.jcim.2c00318
Valproic Acd,O=C(O)CCCCCCCCCCCCCCCCCCC,0.66,10.1021/acs.jcim.2c00318
Valspodar,O=C([C@@H](C/C=C/C)C)[C@@H]1N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C(=O)[C@H](C(C)C)NC1=O,3.9,10.1021/acs.jcim.2c00318
Vancomycin,Clc1c2Oc3c(O[C@H]4[C@H](O[C@@H]5O[C@@H](C)[C@@H](O)[C@](N)(C)C5)[C@@H](O)[C@H](O)[C@@H](CO)O4)c4Oc5c(Cl)cc([C@@H](O)[C@H]6C(=O)N[C@H](C(=O)O)c7c(c(O)cc(O)c7)-c7c(O)ccc([C@H](C(=O)N6)NC(=O)[C@H](NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](NC(=O)[C@H](NC)CC(C)C)[C@H](O)c(c1)cc2)c(c3)c4)c7)cc5,0.8,10.1021/acs.jcim.2c00318
Venlafaxine,O(C)c1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,6.6,10.1021/acs.jcim.2c00318
Verapamil,O(C)c1c(OC)ccc(C(C#N)(C(C)C)CCCN(CCc2cc(OC)c(OC)cc2)C)c1,2.15,10.1021/acs.jcim.2c00318
Vildagliptin,O=C(CNC12CC3(O)CC(C1)CC(C3)C2)N1[C@H](C#N)CCC1,8.6,10.1021/acs.jcim.2c00318
Vinblastine,O=C(O[C@H]1[C@](O)(C(=O)OC)[C@@H]2N(C)c3c(cc(c(OC)c3)[C@]3(C(=O)OC)c4[nH]c5c(c4CCN4C[C@](O)(CC)C[C@@H](C3)C4)cccc5)[C@@]32[C@@H]2[C@@]1(CC)C=CCN2CC3)C,11.46,10.1021/acs.jcim.2c00318
Vincristine,O=C(O[C@H]1[C@](O)(C(=O)OC)[C@@H]2N(C=O)c3c(cc(c(OC)c3)[C@]3(C(=O)OC)c4[nH]c5c(c4CCN4C[C@](O)(CC)C[C@H](C3)C4)cccc5)[C@@]32[C@@H]2[C@@]1(CC)C=CCN2CC3)C,0.41,10.1021/acs.jcim.2c00318
Voricozole,Fc1c([C@](O)([C@@H](C)c2c(F)cncn2)Cn2ncnc2)ccc(F)c1,1.78,10.1021/acs.jcim.2c00318
Vorinostat,O=C(NO)CCCCCCC(=O)Nc1ccccc1,1.6,10.1021/acs.jcim.2c00318
Warfarin,O=C(CC(c1ccccc1)C=1C(=O)Oc2c(C=1O)cccc2)C,0.24,10.1021/acs.jcim.2c00318
Zalcitabine,O=C1N([C@@H]2O[C@H](CO)CC2)C=CC(N)=N1,1,10.1021/acs.jcim.2c00318
Zaleplon,O=C(N(CC)c1cc(C=2n3ncc(C#N)c3N=CC=2)ccc1)C,1.72,10.1021/acs.jcim.2c00318
Zamivir,O=C(N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)[O-])=C[C@@H]1[NH+]=C(N)N)C,0.8,10.1021/acs.jcim.2c00318
Zidovudine,O=C1N([C@@H]2O[C@H](CO)[C@@H](N=[N+]=[N-])C2)C=C(C)C(=O)N1,0.86,10.1021/acs.jcim.2c00318
Zolmitriptan,O=C1OC[C@H](Cc2cc3c(CCN(C)C)c[nH]c3cc2)N1,3.53,10.1021/acs.jcim.2c00318
Zolpidem,O=C(N(C)C)Cc1c(-c2ccc(C)cc2)nc2n1C=C(C)C=C2,1.05,10.1021/acs.jcim.2c00318
CHEMBL126,Fc1c(N2CCOCC2)ccc(N2C(=O)O[C@@H](CNC(=O)C)C2)c1,0.72,10.1021/acs.jcim.2c00318
CHEMBL1928262,S(=O)(=O)(N1CCN(CC)CC1)c1cc(c(OCC)nc1)C1=Nc2c(CC)n(CCOC)nc2C(=O)N1,2.2,10.1021/acs.jcim.2c00318
CHEMBL2063869,O=C(N[C@H](C(=O)N1[C@H](C(=O)Nc2c(-c3ccccc3)nns2)CCC1)C1CCCCC1)[C@@H](NC)C,1.85,10.1021/acs.jcim.2c00318
CHEMBL351706,S(=O)(=O)(N1[C@H](Cc2ccccc2)CN(Cc2nc[nH]c2)c2c(cc(C#N)cc2)C1)c1sccc1,1.4,10.1021/acs.jcim.2c00318
CHEMBL3545252,O=C(OC(C)(C)C)N[C@H]([C@@H](O)C(=O)O[C@@H]1C(C)=C2[C@@H](O)C(=O)[C@]3(C)[C@@H](O)C[C@@H]4[C@](OC(=O)C)([C@H]3[C@H](OC(=O)c3ccccc3)[C@@](O)(C2(C)C)C1)CO4)c1ccccc1,78.8,10.1021/acs.jcim.2c00318
CHEMBL376140,O=C(Nc1c(O)c2C(=O)C3=C(O)[C@]4(O)C(=O)C(C(=O)N)=C(O)[C@@H](N(C)C)[C@@H]4C[C@@H]3Cc2c(N(C)C)c1)CNC(C)(C)C,6.119666667,10.1021/acs.jcim.2c00318
CHEMBL398110,O=C(O)[C@@H](CCCN)Cc1ncn(CCC)c1,1.9,10.1021/acs.jcim.2c00318
CHEMBL484528,Fc1c(F)cc(C[C@@H](N)C2CCN(C(=O)C3=C(C)n4nc(C)cc4N=C3)CC2)c(F)c1,2.2,10.1021/acs.jcim.2c00318
CHEMBL64360,S(=O)(=O)(C)c1c(-n2cccc2)cc(C)c(C(=O)N=C(N)N)c1,0.5,10.1021/acs.jcim.2c00318
CHEMBL939,Clc1c(F)ccc(Nc2ncnc3c2cc(OCCCN2CCOCC2)c(OC)c3)c1,6.9,10.1021/acs.jcim.2c00318
,CCN1C(C(C2=CC=C(Cl)C=C2Cl)=CC3=C1N=C(NC4=CC=C(N5CCNCC5)C(F)=C4)N=C3)=O,23.10 ,10.1021/acs.molpharmaceut.4c00406
,FC(C1=NN(C2=C(Cl)C=CC=C2Cl)C(C3=CN=C(NC(C(C)C)=O)S3)=C1)F,2.00 ,10.1021/acs.molpharmaceut.4c00406
,CN(C(OC1=CC(NC(C2(CCN(C3=NC=NC4=C3C(C)=CN4)CC2)CN)=O)=CC=C1)=O)C,6.40 ,10.1021/acs.molpharmaceut.4c00406
,CC1=CNC2=C1C(C3=CC=C(NC(N(C4=CC=CC=C4)CCO)=O)C=C3)=NC=N2,0.50 ,10.1021/acs.molpharmaceut.4c00406
,CN1C([C@@H](N2CCC3=C(C(N)=O)N(CC4=CC=CC=C4)N=C3C2=O)COC5=CC(Cl)=CC=C51)=O,1.70 ,10.1021/acs.molpharmaceut.4c00406
,C[C@@](C1=CC=C(C=NC(NC2=CC(N3CCOCC3)=NC=C2F)=C4)C4=N1)(O)C5CCN(C)CC5,9.40 ,10.1021/acs.molpharmaceut.4c00406
,O[C@@](C1CCN(C)CC1)(C)C2=NC3=CC(NC4=CC(C(F)(F)F)=NC=C4F)=NC=C3C=C2,7.30 ,10.1021/acs.molpharmaceut.4c00406
,COCc1nn(cc1C(=O)NCc1c(c(ccc1C#N)OC)F)Cc1ccc(cc1)CN1C=CC=CC1=O,0.60 ,10.1021/acs.molpharmaceut.4c00406
,COCc1nn(cc1C(=O)NCc1nccc(c1C)OC)Cc1ccc(cc1)CN1C=CC=CC1=O,0.21 ,10.1021/acs.molpharmaceut.4c00406
,COCc1nn(cc1C(=O)NCc1c(ccc(c1F)OC)F)Cc1ccc(cc1)CN1C=CC=CC1=O,0.39 ,10.1021/acs.molpharmaceut.4c00406
,COCc1nn(cc1C(=O)NCc1nccc(c1F)OC)Cc1ccc(cc1)CN1C=CC=CC1=O,0.50 ,10.1021/acs.molpharmaceut.4c00406
,COc1ccnc(c1F)CNC(=O)c1cn(nc1C(F)(F)F)Cc1ccc(cc1)CN1C=CC=CC1=O,0.31 ,10.1021/acs.molpharmaceut.4c00406
,FC(C1=CC=C(C2=NOC(CN3CC(CN4CCOCC4)CCC3)=N2)C=C1)(F)F,18.05 ,10.1021/acs.molpharmaceut.4c00406
,CCOC1=CC=CN=C1OC1=CN=CC(=C1)C1=NC=C(C=N1)C(=O)N[C@H]1CCOC1,0.90 ,10.1021/acs.molpharmaceut.4c00406
,Cn1ccnc1SC[C@H]1CCN(C[C@@H]1F)S(=O)(=O)c1ccc2c(c1)CCO2,36.60 ,10.1021/acs.molpharmaceut.4c00406
,FC(C=C(C#N)C=C1)=C1COC2=CC=CC(C3CCN(CC4=NC5=CC=C(C(O)=O)C=C5N4C[C@@H]6CCO6)CC3)=N2,0.86 ,10.1021/acs.molpharmaceut.4c00406
,O=C1C(C)(C)OC2=CC(NS(C)(=O)=O)=CC=C2N1C3=CC=C(F)C=C3,1.08 ,10.1021/acs.molpharmaceut.4c00406
,Cc1cc(cc(n1)C#Cc2ccc3c4C(=O)c5ccc(NS(=O)(=O)C)cc5C(C)(C)c4oc3c2)C(=O)NC(C)(C)C,0.59 ,10.1021/acs.molpharmaceut.4c00406
,O=C(C1=CN(C)N=C1)NC2=C(C#N)C3=C(S2)CN(C(NC4=CC=C(OC)C=C4)=O)CC3,0.40 ,10.1021/acs.molpharmaceut.4c00406
,OC(C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](NCC2=C(OC)C=C(C3=CC=CS3)C=C2)C1)=O,0.19 ,10.1021/acs.molpharmaceut.4c00406
,OC(C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](NCC2=C(OC)C=C(C3=CSC=C3)C=C2)C1)=O,0.18 ,10.1021/acs.molpharmaceut.4c00406
,CC(=O)N1CCC(COc2ccc(nc2)c3ccn[nH]3)CC1,0.84 ,10.1021/acs.molpharmaceut.4c00406
,O=C1NCC[C@H]1C[C@@H](C(C2=NC(C=CC=C3)=C3S2)=O)NC([C@H](CC(C)C)NC(C4=CC(C(OC)=CC=C5)=C5N4)=O)=O,3.51 ,10.1021/acs.molpharmaceut.4c00406
,O=C(C1=C2C(NC=C2)=NC(C3=CN=CS3)=C1)N[C@H]4CC[C@H](OCCOC)CC4,0.90 ,10.1021/acs.molpharmaceut.4c00406
,CC1=CC(NC2=NC=NC3=CC(OCC)=C(NC(/C=C/[C@H]4CCCN4C)=O)C=C32)=CC=C1OC5=CC6=NC=NN6C=C5,10.60 ,10.1021/acs.molpharmaceut.4c00406
,CC1=CC(NC2=NC=NC3=CC(OCC)=C(NC(/C(F)=C/[C@H]4CCCN4C)=O)C=C32)=CC=C1OC5=CC6=NC=NN6C=C5,3.55 ,10.1021/acs.molpharmaceut.4c00406
,CC1=CC(NC2=NC=NC3=CC(OCC)=C(NC(/C(F)=C\[C@H]4CCCN4C)=O)C=C32)=CC=C1OC5=CC6=NC=NN6C=C5,23.64 ,10.1021/acs.molpharmaceut.4c00406
,CCCCNC(=O)C1=C(O)C2=C(C=CS2)N(CC2=CC=CC=C2)C1=O,7.12 ,10.1021/acs.molpharmaceut.4c00406
,O=C(NCC(O)=O)C1=C(O)C2=CC=C(OC3=C(C)C=C(C(C4=CC(OC)=CC(F)=C4)=O)C=C3C)C=C2C(OC)=N1,0.72 ,10.1021/acs.molpharmaceut.4c00406
,C1(NC2=C3C=C(NCC4=CC(OC5=CC(OCO6)=C6C=C5)=CC=C4)N=C2)=C3C=CC=C1,8.08 ,10.1021/acs.molpharmaceut.4c00406
,O=C1N(C2=CN=CC=C2)C([C@H]3N(C4=NC(N)=NC(N)=C4C#N)[C@@H](C)CC3)=NC5=CC=CC(Cl)=C51,2.86 ,10.1021/acs.molpharmaceut.4c00406
,O=C1C2=CC=CC=C2N=C([C@@H]2CC[C@H](C)N2C2C(C#N)=C(N=C(N)N=2)N)N1C1C=CC=NC=1,1.66 ,10.1021/acs.molpharmaceut.4c00406
,ClC1=C(C2=C(N)N=C(N3CCC(NCC4=CC=C(C(NCC5=CC=C(/C=C/C(NO)=O)C=C5)=O)C=C4)(C)CC3)C=N2)C=CC=C1Cl,2.71 ,10.1021/acs.molpharmaceut.4c00406
,O=C(NC1=CC=C(S(=O)(N2CCC[C@H]2CN3CCOCC3)=O)C=C1)NC4=CC=C(C(F)(F)F)C=C4,16.00 ,10.1021/acs.molpharmaceut.4c00406
,O=C(NC1=CC=C(S(=O)(N2CCC[C@H]2CN3CCC(O)CC3)=O)C=C1)NC4=CC=C(C(F)(F)F)C=C4,105.00 ,10.1021/acs.molpharmaceut.4c00406
,C[C@@H]1C[C@@H](CCO1)N1C(=N)N[C@@](C)(CC1=O)c1cccc(c1Cl)Nc1ccc(nc1)C1CC1,11.70 ,10.1021/acs.molpharmaceut.4c00406
,C[C@@H]1C[C@@H](CCO1)N1C(=N)N[C@@](C)(CC1=O)c1cccc(c1Cl)NC(=O)c1cccc(c1)C#N,5.72 ,10.1021/acs.molpharmaceut.4c00406
,CC(C)C[C@](C)(N)COC(C(C(F)F)=N1)=CC=C1C2=CC=NC(C(F)F)=C2,19.60 ,10.1021/acs.molpharmaceut.4c00406
,O=C1C(N2)=C3C(C4=C1C(O)=C(C)C(O[C@]5(C)O/C=C/[C@H](OC)[C@@H](C)[C@@H](OC(C)=O)[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/C=C(C)\C2=O)=C4C5=O)=NC6(CCN(CCN7C([N+]([O-])=O)=CN=C7C)CC6)N3,1.60 ,10.1021/acs.molpharmaceut.4c00406
,NC1=NN2C=CC(C3=CC(CN([C@H](C4CC4)C)C5=O)=C5C(OC(F)F)=C3)=NC2=C1C(N[C@@H]6CC[C@@](O)(C)CC6)=O,2.91 ,10.1021/acs.molpharmaceut.4c00406
,NC1=NN2C=CC(C3=CC(CN([C@H](C4CC4)C)C5=O)=C5C(OC(F)(F)F)=C3)=NC2=C1C(N[C@@H]6CC[C@@](O)(C)CC6)=O,3.03 ,10.1021/acs.molpharmaceut.4c00406
